Origin,Destination,Route
Sân vận động Quận 5,Bảo tàng Quận 5,"['Đường 3/2' 'Đường Trần Hưng Đạo' 'Đường Lê Lợi' 'Đường Đồng Khởi'
 'Đường Tô Hiệu' 'Đường Lý Tự Trọng' 'Đường Lý Thường Kiệt'
 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Linh' 'Đường Bạch Đằng'
 'Đường Pasteur' 'Đường Cách Mạng Tháng Tám' 'Đường Cái Vạn'
 'Đường Nguyễn Văn Quá' 'Đường Trường Chinh']"
Sân vận động Quận 5,Bệnh viện Quận 5,"['Đường Bạch Đằng' 'Đường Lý Thường Kiệt' 'Đường Pasteur' 'Đường Lê Lợi'
 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Quá' 'Đường Cái Vạn'
 'Đường Đồng Khởi' 'Đường 3/2' 'Đường Cách Mạng Tháng Tám']"
Sân vận động Quận 5,Chợ Bình Tây,"['Đường Lê Văn Sỹ' 'Đường Cái Vạn' 'Đường Nguyễn Văn Quá'
 'Đường Bạch Đằng' 'Đường Lý Thường Kiệt' 'Đường Trường Chinh'
 'Đường Tô Hiệu' 'Đường Đồng Khởi' 'Đường Lý Tự Trọng' 'Đường 3/2'
 'Đường Pasteur' 'Đường Lê Lợi' 'Đường Trần Hưng Đạo'
 'Đường Cách Mạng Tháng Tám']"
Sân vận động Quận 5,Chợ Bình Đông,"['Đường Nguyễn Văn Linh' 'Đường Tô Hiệu' 'Đường Bạch Đằng'
 'Đường Cách Mạng Tháng Tám' 'Đường Đồng Khởi' 'Đường Trần Hưng Đạo'
 'Đường Nguyễn Văn Quá' 'Đường Lý Thường Kiệt' 'Đường Trường Chinh'
 'Đường 3/2' 'Đường Lê Lợi' 'Đường Lý Tự Trọng' 'Đường Lê Văn Sỹ'
 'Đường Pasteur']"
Sân vận động Quận 5,Công viên District 5,"['Đường Nguyễn Văn Quá' 'Đường Cách Mạng Tháng Tám' 'Đường Lý Thường Kiệt'
 'Đường Trần Hưng Đạo' 'Đường Tô Hiệu' 'Đường Bạch Đằng' 'Đường Đồng Khởi'
 'Đường Lê Văn Sỹ' 'Đường 3/2' 'Đường Nguyễn Văn Linh'
 'Đường Trường Chinh' 'Đường Lê Lợi' 'Đường Lý Tự Trọng']"
Sân vận động Quận 5,Cửa hàng Điện máy X,"['Đường Lê Lợi' 'Đường Bạch Đằng' 'Đường Tô Hiệu' 'Đường Lê Văn Sỹ'
 'Đường Đồng Khởi' 'Đường Lý Tự Trọng' 'Đường Trần Hưng Đạo'
 'Đường Cái Vạn' 'Đường Cách Mạng Tháng Tám']"
Sân vận động Quận 5,Ngã tư Lê Văn Sỹ,"['Đường Đồng Khởi' 'Đường Cái Vạn' 'Đường 3/2' 'Đường Lý Tự Trọng'
 'Đường Trần Hưng Đạo' 'Đường Pasteur' 'Đường Nguyễn Văn Quá'
 'Đường Nguyễn Văn Linh' 'Đường Trường Chinh' 'Đường Cách Mạng Tháng Tám'
 'Đường Tô Hiệu' 'Đường Bạch Đằng' 'Đường Lý Thường Kiệt' 'Đường Lê Lợi'
 'Đường Lê Văn Sỹ']"
Sân vận động Quận 5,Nhà thờ Chợ Lớn,"['Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Quá' 'Đường Lê Văn Sỹ'
 'Đường 3/2' 'Đường Cái Vạn' 'Đường Lê Lợi' 'Đường Trường Chinh'
 'Đường Bạch Đằng' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Linh'
 'Đường Lý Thường Kiệt' 'Đường Pasteur' 'Đường Lý Tự Trọng']"
Sân vận động Quận 5,Siêu thị Big C District 5,"['Đường Lý Tự Trọng' 'Đường Cách Mạng Tháng Tám' 'Đường Nguyễn Văn Linh'
 'Đường Nguyễn Văn Quá' 'Đường Pasteur' 'Đường Trần Hưng Đạo'
 'Đường Bạch Đằng' 'Đường Lê Lợi' 'Đường Cái Vạn' 'Đường Đồng Khởi'
 'Đường Trường Chinh' 'Đường Lê Văn Sỹ' 'Đường 3/2']"
Sân vận động Quận 5,Trung tâm Thương Mại Chợ Lớn,"['Đường Trường Chinh' 'Đường Lê Văn Sỹ' 'Đường Pasteur'
 'Đường Trần Hưng Đạo' 'Đường Lê Lợi' 'Đường Đồng Khởi' 'Đường Tô Hiệu'
 'Đường Nguyễn Văn Linh' 'Đường 3/2' 'Đường Cách Mạng Tháng Tám'
 'Đường Cái Vạn' 'Đường Nguyễn Văn Quá']"
Sân vận động Quận 5,Trung tâm Văn hóa Chợ Lớn,"['Đường Cách Mạng Tháng Tám' 'Đường Trường Chinh' 'Đường Lê Văn Sỹ'
 'Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Quá' 'Đường Tô Hiệu'
 'Đường Nguyễn Văn Linh' 'Đường Lê Lợi' 'Đường Lý Thường Kiệt'
 'Đường Cái Vạn' 'Đường Đồng Khởi' 'Đường Bạch Đằng' 'Đường 3/2']"
Sân vận động Quận 5,Trung tâm Văn hóa Dân gian,"['Đường Lý Thường Kiệt' 'Đường Cái Vạn' 'Đường Tô Hiệu'
 'Đường Cách Mạng Tháng Tám' 'Đường Lý Tự Trọng' 'Đường Lê Lợi'
 'Đường Nguyễn Văn Quá' 'Đường Lê Văn Sỹ' 'Đường Đồng Khởi'
 'Đường Trường Chinh' 'Đường Bạch Đằng' 'Đường 3/2'
 'Đường Nguyễn Văn Linh' 'Đường Trần Hưng Đạo']"
Sân vận động Quận 5,Trung tâm Y tế Quận 5,"['Đường 3/2' 'Đường Tô Hiệu' 'Đường Lý Thường Kiệt' 'Đường Trần Hưng Đạo'
 'Đường Đồng Khởi' 'Đường Nguyễn Văn Quá' 'Đường Lý Tự Trọng'
 'Đường Trường Chinh' 'Đường Cái Vạn' 'Đường Nguyễn Văn Linh'
 'Đường Pasteur']"
Sân vận động Quận 5,Trường Tiểu học Chợ Lớn,"['Đường Cách Mạng Tháng Tám' 'Đường Lý Thường Kiệt' 'Đường Lê Văn Sỹ'
 'Đường Pasteur' 'Đường Lê Lợi' 'Đường Bạch Đằng' 'Đường Trần Hưng Đạo'
 'Đường Nguyễn Văn Linh' 'Đường Cái Vạn' 'Đường Tô Hiệu'
 'Đường Nguyễn Văn Quá' 'Đường 3/2']"
Sân vận động Quận 5,Trường Trung học Chợ Lớn,"['Đường Tô Hiệu' 'Đường Lê Lợi' 'Đường Nguyễn Văn Linh'
 'Đường Trường Chinh' 'Đường Nguyễn Văn Quá' 'Đường Trần Hưng Đạo'
 'Đường Cách Mạng Tháng Tám' 'Đường Cái Vạn' 'Đường Lê Văn Sỹ' 'Đường 3/2'
 'Đường Bạch Đằng' 'Đường Lý Thường Kiệt' 'Đường Pasteur']"
Sân vận động Quận 5,Trạm xe buýt Quận 5,"['Đường 3/2' 'Đường Bạch Đằng' 'Đường Lê Lợi' 'Đường Cách Mạng Tháng Tám'
 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Quá' 'Đường Tô Hiệu'
 'Đường Trường Chinh' 'Đường Pasteur' 'Đường Đồng Khởi'
 'Đường Nguyễn Văn Linh' 'Đường Cái Vạn' 'Đường Lê Văn Sỹ']"
Sân vận động Quận 5,Đền Bà Thiên Hậu,"['Đường Bạch Đằng' 'Đường Cách Mạng Tháng Tám' 'Đường Trần Hưng Đạo'
 'Đường Cái Vạn' 'Đường Lê Lợi' 'Đường 3/2' 'Đường Đồng Khởi'
 'Đường Tô Hiệu' 'Đường Trường Chinh' 'Đường Nguyễn Văn Linh'
 'Đường Lê Văn Sỹ']"
Sân vận động Quận 5,Đền Vua,"['Đường Lê Lợi' 'Đường Tô Hiệu' 'Đường Trường Chinh' 'Đường Pasteur'
 'Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng' 'Đường Cách Mạng Tháng Tám'
 'Đường Đồng Khởi' 'Đường Nguyễn Văn Quá' 'Đường Lý Thường Kiệt'
 'Đường Nguyễn Văn Linh' 'Đường Cái Vạn']"
Trung tâm Thương Mại Chợ Lớn,Bưu điện Chợ Lớn,"['Đường Cách Mạng Tháng Tám' 'Đường Bạch Đằng' 'Đường Lê Lợi'
 'Đường Nguyễn Văn Quá' 'Đường Pasteur' 'Đường Cái Vạn'
 'Đường Trần Hưng Đạo' 'Đường Lý Thường Kiệt' 'Đường Đồng Khởi'
 'Đường Lê Văn Sỹ' 'Đường Trường Chinh' 'Đường Lý Tự Trọng']"
Trung tâm Thương Mại Chợ Lớn,Bảo tàng Quận 5,"['Đường Pasteur' 'Đường Nguyễn Văn Quá' 'Đường Lê Văn Sỹ'
 'Đường Trần Hưng Đạo' 'Đường Đồng Khởi' 'Đường Cái Vạn' 'Đường 3/2'
 'Đường Lê Lợi' 'Đường Trường Chinh' 'Đường Tô Hiệu' 'Đường Lý Tự Trọng'
 'Đường Lý Thường Kiệt']"
Trung tâm Thương Mại Chợ Lớn,Bệnh viện Quận 5,"['Đường Lý Tự Trọng' 'Đường 3/2' 'Đường Đồng Khởi' 'Đường Bạch Đằng'
 'Đường Lê Văn Sỹ' 'Đường Lý Thường Kiệt' 'Đường Cái Vạn'
 'Đường Trần Hưng Đạo']"
Trung tâm Thương Mại Chợ Lớn,Chợ Bình Tây,"['Đường 3/2' 'Đường Nguyễn Văn Linh' 'Đường Trần Hưng Đạo'
 'Đường Trường Chinh' 'Đường Cách Mạng Tháng Tám' 'Đường Lý Thường Kiệt'
 'Đường Tô Hiệu' 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Quá' 'Đường Lê Lợi'
 'Đường Cái Vạn' 'Đường Pasteur' 'Đường Bạch Đằng' 'Đường Đồng Khởi'
 'Đường Lý Tự Trọng']"
Trung tâm Thương Mại Chợ Lớn,Chợ Bình Đông,"['Đường Lý Thường Kiệt' 'Đường Trường Chinh' 'Đường Bạch Đằng'
 'Đường Cách Mạng Tháng Tám' 'Đường Nguyễn Văn Quá' 'Đường Pasteur'
 'Đường Lê Văn Sỹ' 'Đường Đồng Khởi' 'Đường Nguyễn Văn Linh'
 'Đường Lê Lợi' 'Đường Lý Tự Trọng' 'Đường Tô Hiệu']"
Trung tâm Thương Mại Chợ Lớn,Công viên District 5,"['Đường Nguyễn Văn Quá' 'Đường Đồng Khởi' 'Đường Cách Mạng Tháng Tám'
 'Đường Pasteur' 'Đường Lý Tự Trọng' 'Đường Lê Văn Sỹ'
 'Đường Trần Hưng Đạo' 'Đường Bạch Đằng' 'Đường Lê Lợi'
 'Đường Lý Thường Kiệt' 'Đường 3/2' 'Đường Nguyễn Văn Linh'
 'Đường Tô Hiệu']"
Trung tâm Thương Mại Chợ Lớn,Cửa hàng Điện máy X,"['Đường Lê Văn Sỹ' 'Đường Trần Hưng Đạo' 'Đường Tô Hiệu' 'Đường 3/2'
 'Đường Nguyễn Văn Quá' 'Đường Lý Tự Trọng' 'Đường Đồng Khởi'
 'Đường Trường Chinh' 'Đường Pasteur' 'Đường Lý Thường Kiệt'
 'Đường Nguyễn Văn Linh' 'Đường Cái Vạn' 'Đường Cách Mạng Tháng Tám'
 'Đường Bạch Đằng']"
Trung tâm Thương Mại Chợ Lớn,Ngã tư Lê Văn Sỹ,"['Đường Nguyễn Văn Quá' 'Đường Trường Chinh' 'Đường Đồng Khởi'
 'Đường Lê Văn Sỹ' 'Đường 3/2' 'Đường Pasteur' 'Đường Lý Tự Trọng'
 'Đường Cái Vạn' 'Đường Lý Thường Kiệt' 'Đường Tô Hiệu'
 'Đường Cách Mạng Tháng Tám' 'Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Linh']"
Trung tâm Thương Mại Chợ Lớn,Nhà thờ Chợ Lớn,"['Đường Lê Văn Sỹ' 'Đường Trần Hưng Đạo' 'Đường Cách Mạng Tháng Tám'
 'Đường Lê Lợi' 'Đường Lý Tự Trọng' 'Đường Tô Hiệu'
 'Đường Nguyễn Văn Linh' 'Đường Lý Thường Kiệt' 'Đường Đồng Khởi'
 'Đường Trường Chinh' 'Đường Bạch Đằng' 'Đường Cái Vạn' 'Đường Pasteur'
 'Đường Nguyễn Văn Quá' 'Đường 3/2']"
Trung tâm Thương Mại Chợ Lớn,Siêu thị Big C District 5,"['Đường Trường Chinh' 'Đường Lê Lợi' 'Đường Lý Thường Kiệt'
 'Đường Bạch Đằng' 'Đường Đồng Khởi' 'Đường Nguyễn Văn Quá'
 'Đường Cái Vạn' 'Đường 3/2' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Linh'
 'Đường Pasteur' 'Đường Lê Văn Sỹ']"
Trung tâm Thương Mại Chợ Lớn,Sân vận động Quận 5,"['Đường Cách Mạng Tháng Tám' 'Đường Pasteur' 'Đường Bạch Đằng'
 'Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Quá' 'Đường Nguyễn Văn Linh'
 'Đường Trường Chinh' 'Đường Lý Thường Kiệt' 'Đường Lê Lợi'
 'Đường Tô Hiệu' 'Đường Lê Văn Sỹ' 'Đường Lý Tự Trọng' 'Đường 3/2'
 'Đường Cái Vạn']"
Trung tâm Thương Mại Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,"['Đường Cách Mạng Tháng Tám' 'Đường Cái Vạn' 'Đường Lý Thường Kiệt'
 'Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Linh' 'Đường Nguyễn Văn Quá'
 'Đường Pasteur' 'Đường Tô Hiệu' 'Đường Bạch Đằng' 'Đường 3/2'
 'Đường Đồng Khởi' 'Đường Lê Văn Sỹ']"
Trung tâm Thương Mại Chợ Lớn,Trung tâm Văn hóa Dân gian,"['Đường Lý Tự Trọng' 'Đường Cách Mạng Tháng Tám' 'Đường Lê Văn Sỹ'
 'Đường 3/2' 'Đường Tô Hiệu' 'Đường Trường Chinh' 'Đường Lê Lợi'
 'Đường Lý Thường Kiệt' 'Đường Đồng Khởi' 'Đường Cái Vạn'
 'Đường Trần Hưng Đạo' 'Đường Bạch Đằng' 'Đường Nguyễn Văn Quá']"
Trung tâm Thương Mại Chợ Lớn,Trung tâm Y tế Quận 5,"['Đường Bạch Đằng' 'Đường Pasteur' 'Đường Lê Lợi' 'Đường Nguyễn Văn Linh'
 'Đường Lê Văn Sỹ' 'Đường Tô Hiệu' 'Đường Lý Tự Trọng'
 'Đường Trường Chinh' 'Đường Đồng Khởi' 'Đường Nguyễn Văn Quá'
 'Đường Lý Thường Kiệt' 'Đường Trần Hưng Đạo' 'Đường Cái Vạn'
 'Đường Cách Mạng Tháng Tám']"
Trung tâm Thương Mại Chợ Lớn,Trường Tiểu học Chợ Lớn,"['Đường Lê Lợi' 'Đường 3/2' 'Đường Pasteur' 'Đường Lý Thường Kiệt'
 'Đường Đồng Khởi' 'Đường Bạch Đằng' 'Đường Trần Hưng Đạo'
 'Đường Cách Mạng Tháng Tám' 'Đường Trường Chinh' 'Đường Nguyễn Văn Quá'
 'Đường Tô Hiệu' 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Linh']"
Trung tâm Thương Mại Chợ Lớn,Trường Trung học Chợ Lớn,"['Đường 3/2' 'Đường Lý Thường Kiệt' 'Đường Tô Hiệu'
 'Đường Cách Mạng Tháng Tám' 'Đường Nguyễn Văn Quá' 'Đường Pasteur'
 'Đường Cái Vạn' 'Đường Lý Tự Trọng' 'Đường Trường Chinh' 'Đường Lê Lợi'
 'Đường Trần Hưng Đạo' 'Đường Bạch Đằng' 'Đường Nguyễn Văn Linh']"
Trung tâm Thương Mại Chợ Lớn,Trạm xe buýt Quận 5,"['Đường Lê Lợi' 'Đường Trường Chinh' 'Đường Cái Vạn' 'Đường Lê Văn Sỹ'
 'Đường Cách Mạng Tháng Tám' 'Đường 3/2' 'Đường Lý Tự Trọng'
 'Đường Bạch Đằng' 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Quá'
 'Đường Nguyễn Văn Linh' 'Đường Đồng Khởi']"
Trung tâm Thương Mại Chợ Lớn,Đền Bà Thiên Hậu,"['Đường Trường Chinh' 'Đường Lê Lợi' 'Đường 3/2' 'Đường Lê Văn Sỹ'
 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Quá' 'Đường Đồng Khởi'
 'Đường Tô Hiệu' 'Đường Bạch Đằng' 'Đường Cách Mạng Tháng Tám'
 'Đường Lý Thường Kiệt' 'Đường Pasteur']"
Trung tâm Thương Mại Chợ Lớn,Đền Vua,"['Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Linh' 'Đường Pasteur'
 'Đường Bạch Đằng' 'Đường Trường Chinh' 'Đường Lê Lợi'
 'Đường Nguyễn Văn Quá' 'Đường 3/2' 'Đường Đồng Khởi'
 'Đường Lý Thường Kiệt' 'Đường Tô Hiệu']"
Trung tâm Văn hóa Chợ Lớn,Bưu điện Chợ Lớn,"['Đường Nguyễn Văn Linh' 'Đường Lý Thường Kiệt' 'Đường Bạch Đằng'
 'Đường 3/2' 'Đường Pasteur' 'Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng'
 'Đường Tô Hiệu' 'Đường Cách Mạng Tháng Tám' 'Đường Cái Vạn'
 'Đường Lê Văn Sỹ' 'Đường Lê Lợi' 'Đường Đồng Khởi' 'Đường Trường Chinh']"
Trung tâm Văn hóa Chợ Lớn,Bảo tàng Quận 5,"['Đường Đồng Khởi' 'Đường Lý Tự Trọng' 'Đường Lý Thường Kiệt'
 'Đường Trường Chinh' 'Đường Nguyễn Văn Quá' 'Đường Trần Hưng Đạo'
 'Đường Bạch Đằng' 'Đường Cách Mạng Tháng Tám' 'Đường Cái Vạn'
 'Đường Lê Lợi' 'Đường Pasteur' 'Đường Nguyễn Văn Linh' 'Đường Tô Hiệu'
 'Đường Lê Văn Sỹ']"
Trung tâm Văn hóa Chợ Lớn,Bệnh viện Quận 5,"['Đường Trường Chinh' 'Đường Trần Hưng Đạo' 'Đường Đồng Khởi'
 'Đường Nguyễn Văn Quá' 'Đường Lê Lợi' 'Đường Lý Tự Trọng' 'Đường Tô Hiệu'
 'Đường 3/2' 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Linh'
 'Đường Lê Văn Sỹ' 'Đường Pasteur']"
Trung tâm Văn hóa Chợ Lớn,Chợ Bình Tây,"['Đường Cách Mạng Tháng Tám' 'Đường 3/2' 'Đường Lê Lợi'
 'Đường Lý Thường Kiệt' 'Đường Trường Chinh' 'Đường Nguyễn Văn Quá'
 'Đường Pasteur' 'Đường Lê Văn Sỹ' 'Đường Tô Hiệu' 'Đường Đồng Khởi'
 'Đường Nguyễn Văn Linh' 'Đường Cái Vạn']"
Trung tâm Văn hóa Chợ Lớn,Chợ Bình Đông,"['Đường Cách Mạng Tháng Tám' 'Đường Bạch Đằng' 'Đường Nguyễn Văn Quá'
 'Đường Đồng Khởi' 'Đường Lý Thường Kiệt' 'Đường Trần Hưng Đạo'
 'Đường Lý Tự Trọng' 'Đường Tô Hiệu' 'Đường Lê Lợi' 'Đường 3/2'
 'Đường Nguyễn Văn Linh' 'Đường Cái Vạn' 'Đường Pasteur' 'Đường Lê Văn Sỹ']"
Trung tâm Văn hóa Chợ Lớn,Công viên District 5,"['Đường 3/2' 'Đường Trần Hưng Đạo' 'Đường Bạch Đằng' 'Đường Đồng Khởi'
 'Đường Pasteur' 'Đường Lê Văn Sỹ' 'Đường Lý Tự Trọng'
 'Đường Cách Mạng Tháng Tám' 'Đường Nguyễn Văn Quá'
 'Đường Nguyễn Văn Linh' 'Đường Cái Vạn' 'Đường Trường Chinh']"
Trung tâm Văn hóa Chợ Lớn,Cửa hàng Điện máy X,"['Đường Cách Mạng Tháng Tám' 'Đường Lê Lợi' 'Đường 3/2' 'Đường Tô Hiệu'
 'Đường Bạch Đằng' 'Đường Cái Vạn' 'Đường Lê Văn Sỹ' 'Đường Lý Tự Trọng'
 'Đường Trường Chinh' 'Đường Nguyễn Văn Quá' 'Đường Đồng Khởi'
 'Đường Lý Thường Kiệt' 'Đường Trần Hưng Đạo']"
Trung tâm Văn hóa Chợ Lớn,Ngã tư Lê Văn Sỹ,"['Đường Lê Văn Sỹ' 'Đường Cái Vạn' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Linh'
 'Đường Pasteur' 'Đường 3/2' 'Đường Cách Mạng Tháng Tám'
 'Đường Trần Hưng Đạo' 'Đường Đồng Khởi' 'Đường Lý Thường Kiệt'
 'Đường Lê Lợi']"
Trung tâm Văn hóa Chợ Lớn,Nhà thờ Chợ Lớn,"['Đường 3/2' 'Đường Lý Thường Kiệt' 'Đường Bạch Đằng' 'Đường Lê Lợi'
 'Đường Nguyễn Văn Quá' 'Đường Pasteur' 'Đường Nguyễn Văn Linh'
 'Đường Lê Văn Sỹ' 'Đường Tô Hiệu' 'Đường Cái Vạn'
 'Đường Cách Mạng Tháng Tám' 'Đường Lý Tự Trọng']"
Trung tâm Văn hóa Chợ Lớn,Siêu thị Big C District 5,"['Đường Bạch Đằng' 'Đường Lý Thường Kiệt' 'Đường Cách Mạng Tháng Tám'
 'Đường Lê Văn Sỹ' 'Đường Đồng Khởi' 'Đường Nguyễn Văn Linh' 'Đường 3/2'
 'Đường Pasteur' 'Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng'
 'Đường Trường Chinh']"
Trung tâm Văn hóa Chợ Lớn,Sân vận động Quận 5,"['Đường Đồng Khởi' 'Đường 3/2' 'Đường Trần Hưng Đạo' 'Đường Bạch Đằng'
 'Đường Nguyễn Văn Linh' 'Đường Lý Thường Kiệt' 'Đường Pasteur'
 'Đường Lê Lợi' 'Đường Cách Mạng Tháng Tám' 'Đường Lý Tự Trọng'
 'Đường Nguyễn Văn Quá' 'Đường Trường Chinh']"
Trung tâm Văn hóa Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,"['Đường Tô Hiệu' 'Đường Nguyễn Văn Quá' 'Đường Lý Tự Trọng'
 'Đường Trường Chinh' 'Đường Cái Vạn' 'Đường 3/2' 'Đường Lý Thường Kiệt'
 'Đường Pasteur' 'Đường Bạch Đằng' 'Đường Trần Hưng Đạo'
 'Đường Cách Mạng Tháng Tám' 'Đường Lê Lợi' 'Đường Lê Văn Sỹ'
 'Đường Đồng Khởi']"
Trung tâm Văn hóa Chợ Lớn,Trung tâm Văn hóa Dân gian,"['Đường Nguyễn Văn Quá' 'Đường Đồng Khởi' 'Đường Lý Thường Kiệt'
 'Đường Pasteur' 'Đường Lê Lợi' 'Đường Bạch Đằng' 'Đường Lý Tự Trọng'
 'Đường 3/2' 'Đường Trường Chinh' 'Đường Nguyễn Văn Linh'
 'Đường Lê Văn Sỹ' 'Đường Cách Mạng Tháng Tám']"
Trung tâm Văn hóa Chợ Lớn,Trung tâm Y tế Quận 5,"['Đường Đồng Khởi' 'Đường Trần Hưng Đạo' 'Đường Trường Chinh'
 'Đường Lê Lợi' 'Đường Pasteur' 'Đường Nguyễn Văn Linh'
 'Đường Cách Mạng Tháng Tám' 'Đường Cái Vạn' 'Đường Tô Hiệu'
 'Đường Bạch Đằng' 'Đường 3/2' 'Đường Lê Văn Sỹ' 'Đường Lý Tự Trọng']"
Trung tâm Văn hóa Chợ Lớn,Trường Tiểu học Chợ Lớn,"['Đường Tô Hiệu' 'Đường Trần Hưng Đạo' 'Đường Bạch Đằng' 'Đường Đồng Khởi'
 'Đường Nguyễn Văn Quá' 'Đường Cách Mạng Tháng Tám' 'Đường Lê Văn Sỹ'
 'Đường Lý Thường Kiệt' 'Đường Pasteur' 'Đường Lý Tự Trọng' 'Đường Lê Lợi'
 'Đường Nguyễn Văn Linh' 'Đường Trường Chinh' 'Đường 3/2' 'Đường Cái Vạn']"
Trung tâm Văn hóa Chợ Lớn,Trường Trung học Chợ Lớn,"['Đường Pasteur' 'Đường Nguyễn Văn Quá' 'Đường Tô Hiệu'
 'Đường Lý Thường Kiệt' 'Đường Đồng Khởi' 'Đường Trường Chinh' 'Đường 3/2'
 'Đường Lê Lợi' 'Đường Lê Văn Sỹ' 'Đường Cái Vạn'
 'Đường Cách Mạng Tháng Tám']"
Trung tâm Văn hóa Chợ Lớn,Trạm xe buýt Quận 5,"['Đường Cái Vạn' 'Đường Nguyễn Văn Linh' 'Đường Lý Thường Kiệt'
 'Đường Trường Chinh' 'Đường 3/2' 'Đường Trần Hưng Đạo' 'Đường Lê Văn Sỹ'
 'Đường Bạch Đằng' 'Đường Lý Tự Trọng' 'Đường Lê Lợi'
 'Đường Cách Mạng Tháng Tám']"
Trung tâm Văn hóa Chợ Lớn,Đền Bà Thiên Hậu,"['Đường Trần Hưng Đạo' 'Đường Đồng Khởi' 'Đường Nguyễn Văn Linh'
 'Đường Tô Hiệu' 'Đường Cái Vạn' 'Đường 3/2' 'Đường Lý Thường Kiệt'
 'Đường Cách Mạng Tháng Tám' 'Đường Lê Lợi' 'Đường Nguyễn Văn Quá'
 'Đường Trường Chinh' 'Đường Pasteur' 'Đường Lê Văn Sỹ' 'Đường Bạch Đằng']"
Trung tâm Văn hóa Chợ Lớn,Đền Vua,"['Đường Cái Vạn' 'Đường Tô Hiệu' 'Đường Trần Hưng Đạo' 'Đường 3/2'
 'Đường Cách Mạng Tháng Tám' 'Đường Trường Chinh' 'Đường Lê Lợi'
 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Linh' 'Đường Lê Văn Sỹ'
 'Đường Đồng Khởi' 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Quá']"
Trung tâm Văn hóa Dân gian,Bưu điện Chợ Lớn,"['Đường 3/2' 'Đường Lý Thường Kiệt' 'Đường Lê Lợi' 'Đường Cái Vạn'
 'Đường Bạch Đằng' 'Đường Trần Hưng Đạo' 'Đường Cách Mạng Tháng Tám'
 'Đường Nguyễn Văn Quá' 'Đường Trường Chinh' 'Đường Lê Văn Sỹ'
 'Đường Nguyễn Văn Linh' 'Đường Lý Tự Trọng' 'Đường Đồng Khởi'
 'Đường Tô Hiệu']"
Trung tâm Văn hóa Dân gian,Bảo tàng Quận 5,"['Đường 3/2' 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Quá' 'Đường Cái Vạn'
 'Đường Lý Thường Kiệt' 'Đường Lê Văn Sỹ' 'Đường Bạch Đằng'
 'Đường Pasteur' 'Đường Trần Hưng Đạo' 'Đường Cách Mạng Tháng Tám'
 'Đường Lê Lợi' 'Đường Tô Hiệu' 'Đường Trường Chinh']"
Trung tâm Văn hóa Dân gian,Bệnh viện Quận 5,"['Đường Cách Mạng Tháng Tám' 'Đường Tô Hiệu' 'Đường Cái Vạn'
 'Đường Nguyễn Văn Quá' 'Đường Đồng Khởi' 'Đường Lý Tự Trọng'
 'Đường Pasteur' 'Đường Lê Lợi' 'Đường Lý Thường Kiệt'
 'Đường Trường Chinh' 'Đường Trần Hưng Đạo' 'Đường Lê Văn Sỹ'
 'Đường Nguyễn Văn Linh' 'Đường 3/2' 'Đường Bạch Đằng']"
Trung tâm Văn hóa Dân gian,Chợ Bình Tây,"['Đường Nguyễn Văn Quá' 'Đường Lý Tự Trọng' 'Đường Cách Mạng Tháng Tám'
 'Đường Trường Chinh' 'Đường Lê Lợi' 'Đường Lê Văn Sỹ' 'Đường Tô Hiệu'
 'Đường Cái Vạn' 'Đường Nguyễn Văn Linh' 'Đường Bạch Đằng'
 'Đường Lý Thường Kiệt' 'Đường Pasteur' 'Đường Đồng Khởi']"
Trung tâm Văn hóa Dân gian,Chợ Bình Đông,"['Đường Bạch Đằng' 'Đường Nguyễn Văn Linh' 'Đường Cái Vạn' 'Đường 3/2'
 'Đường Lý Tự Trọng' 'Đường Đồng Khởi' 'Đường Trường Chinh'
 'Đường Trần Hưng Đạo' 'Đường Lê Văn Sỹ' 'Đường Pasteur'
 'Đường Nguyễn Văn Quá' 'Đường Tô Hiệu' 'Đường Lê Lợi']"
